id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
108587,Brooklyn,Shared room,28,141,337,40.744616,-74.07366,330
108588,Staten Island,Entire home/apt,26,27,108,40.819492,-74.144369,243
108589,Queens,Shared room,25,57,289,40.531708,-74.092693,77
108590,Queens,Shared room,1,99,46,40.509595,-74.00741,365
108591,Queens,Private room,26,15,202,40.700197,-74.022131,48
108592,Bronx,Shared room,20,154,267,40.570881,-74.193158,184
108593,Brooklyn,Private room,25,37,269,40.551266,-73.864665,272
108594,Manhattan,Entire home/apt,1,61,75,40.592937,-73.795195,386
108595,Bronx,Shared room,21,36,118,40.582031,-74.018585,307
108596,Queens,Entire home/apt,29,45,355,40.525953,-73.9527,258
108597,Staten Island,Shared room,5,188,279,40.678274,-73.850513,323
108598,Brooklyn,Shared room,26,139,243,40.507436,-74.082614,370
108599,Brooklyn,Shared room,10,14,354,40.562411,-74.048498,235
108600,Brooklyn,Shared room,26,29,333,40.676578,-74.220206,94
108601,Manhattan,Shared room,10,17,257,40.703754,-74.239185,260
108602,Bronx,Shared room,19,138,252,40.891983,-73.844167,263
108603,Brooklyn,Entire home/apt,27,155,176,40.524199,-74.100308,215
108604,Staten Island,Private room,14,33,251,40.501058,-74.144216,266
108605,Manhattan,Entire home/apt,17,89,293,40.821796,-74.118312,176
108606,Queens,Private room,18,123,2,40.790533,-74.127112,154
108607,Queens,Shared room,12,138,233,40.548014,-74.191343,385
108608,Staten Island,Private room,30,43,36,40.757665,-74.197771,114
108609,Brooklyn,Private room,1,167,25,40.667576,-73.746735,223
108610,Brooklyn,Private room,15,85,23,40.553082,-73.78894,118
108611,Bronx,Private room,27,175,273,40.693266,-73.766286,266
108612,Manhattan,Entire home/apt,23,82,324,40.687554,-74.076696,95
108613,Staten Island,Entire home/apt,10,121,47,40.872912,-73.955059,364
108614,Bronx,Entire home/apt,22,200,267,40.85392,-73.947263,342
108615,Staten Island,Shared room,18,154,312,40.673508,-73.816065,161
108616,Queens,Entire home/apt,27,21,144,40.738545,-74.119056,220
108617,Bronx,Private room,20,17,2,40.720291,-73.744975,342
108618,Brooklyn,Shared room,4,185,94,40.785169,-74.035568,75
108619,Bronx,Shared room,1,98,75,40.599389,-74.208029,191
108620,Bronx,Private room,25,9,40,40.52606,-74.189449,108
108621,Staten Island,Private room,22,40,28,40.810416,-73.916129,95
108622,Staten Island,Private room,28,149,233,40.515393,-73.701426,193
108623,Manhattan,Entire home/apt,3,116,283,40.632382,-73.919929,235
108624,Manhattan,Entire home/apt,7,23,270,40.557475,-73.944141,260
108625,Brooklyn,Entire home/apt,17,32,35,40.676317,-73.728941,61
108626,Queens,Shared room,4,198,242,40.663406,-73.942222,107
108627,Bronx,Shared room,30,70,226,40.539291,-73.83357,232
108628,Brooklyn,Entire home/apt,6,14,115,40.710205,-74.201973,176
108629,Queens,Private room,3,170,5,40.831368,-74.213987,396
108630,Bronx,Shared room,29,80,198,40.657697,-74.107932,244
108631,Brooklyn,Entire home/apt,21,130,266,40.787942,-73.828603,190
108632,Brooklyn,Private room,27,145,32,40.804856,-73.790742,237
108633,Bronx,Private room,21,106,358,40.555811,-73.706507,290
108634,Bronx,Entire home/apt,7,112,330,40.650596,-73.989246,328
108635,Staten Island,Entire home/apt,25,134,178,40.576329,-73.81636,47
108636,Queens,Private room,11,19,269,40.772151,-74.187618,180
108637,Manhattan,Shared room,8,187,170,40.584607,-74.187923,169
108638,Bronx,Private room,28,131,285,40.832082,-73.733605,187
108639,Brooklyn,Shared room,29,55,191,40.605058,-74.016962,179
108640,Queens,Private room,4,129,100,40.846852,-73.722322,85
108641,Manhattan,Private room,12,38,63,40.727572,-73.944111,152
108642,Brooklyn,Private room,7,27,295,40.784627,-73.782603,311
108643,Queens,Shared room,18,85,273,40.673253,-74.070393,399
108644,Bronx,Shared room,3,68,234,40.717272,-74.159394,105
108645,Manhattan,Private room,10,56,8,40.737957,-73.99069,93
108646,Manhattan,Private room,12,68,70,40.896265,-74.016461,251
108647,Queens,Shared room,10,137,305,40.512776,-73.823889,76
108648,Brooklyn,Entire home/apt,1,187,66,40.607973,-74.046251,281
108649,Brooklyn,Entire home/apt,17,168,304,40.78255,-73.867156,221
108650,Brooklyn,Private room,27,154,355,40.867551,-73.996025,374
108651,Queens,Entire home/apt,2,191,212,40.823008,-73.851039,165
108652,Queens,Entire home/apt,10,197,214,40.707099,-73.772582,278
108653,Brooklyn,Shared room,28,150,27,40.684783,-74.23161,101
108654,Bronx,Entire home/apt,14,62,315,40.756987,-73.853225,129
108655,Staten Island,Private room,13,167,38,40.692963,-73.728449,94
108656,Staten Island,Entire home/apt,18,74,0,40.584042,-73.900426,187
108657,Bronx,Shared room,8,179,0,40.871318,-74.012006,194
108658,Queens,Shared room,15,5,157,40.877098,-73.925176,204
108659,Brooklyn,Entire home/apt,8,11,0,40.541709,-73.704812,116
108660,Brooklyn,Shared room,17,160,363,40.871443,-74.195669,289
108661,Queens,Private room,30,38,7,40.733351,-73.768115,279
108662,Queens,Entire home/apt,25,181,40,40.763655,-73.724108,151
108663,Manhattan,Private room,21,61,100,40.737572,-74.126712,56
108664,Bronx,Shared room,17,21,361,40.888955,-74.22411,380
108665,Staten Island,Entire home/apt,20,147,296,40.5341,-74.022854,281
108666,Staten Island,Entire home/apt,20,140,205,40.626927,-74.178484,301
108667,Queens,Private room,8,200,56,40.509053,-73.863629,309
108668,Manhattan,Private room,9,9,47,40.723789,-74.03753,218
108669,Queens,Shared room,13,30,40,40.5081,-73.733664,105
108670,Bronx,Shared room,18,25,116,40.678783,-74.230251,175
108671,Queens,Shared room,14,6,365,40.734924,-74.22716,280
108672,Brooklyn,Shared room,14,163,1,40.585234,-73.93908,320
108673,Bronx,Private room,30,133,222,40.683733,-73.869545,127
108674,Brooklyn,Entire home/apt,10,52,342,40.573228,-74.235248,166
108675,Manhattan,Private room,1,161,260,40.798908,-74.162554,248
108676,Brooklyn,Private room,1,100,12,40.821815,-73.827925,285
108677,Bronx,Entire home/apt,5,102,40,40.852965,-73.746798,358
108678,Manhattan,Private room,20,75,317,40.551912,-74.196007,202
108679,Manhattan,Shared room,28,158,245,40.797731,-73.908446,271
108680,Staten Island,Shared room,14,124,289,40.67599,-74.163114,303
108681,Queens,Private room,29,138,181,40.547695,-73.799948,351
108682,Queens,Private room,21,50,242,40.724057,-74.171595,78
108683,Staten Island,Entire home/apt,1,76,360,40.649488,-74.070571,83
108684,Bronx,Private room,30,50,270,40.604008,-73.87801,188
108685,Bronx,Shared room,7,124,331,40.844871,-73.966634,49
108686,Bronx,Entire home/apt,24,16,113,40.507511,-74.065603,310
108687,Manhattan,Entire home/apt,28,119,326,40.693081,-74.175866,311
108688,Manhattan,Private room,5,178,294,40.669361,-73.934495,50
108689,Brooklyn,Entire home/apt,19,171,232,40.772166,-73.882491,337
108690,Brooklyn,Private room,12,119,125,40.505165,-74.118421,83
108691,Staten Island,Shared room,9,94,85,40.688607,-73.775783,112
108692,Queens,Entire home/apt,30,167,181,40.762216,-73.972156,272
108693,Brooklyn,Entire home/apt,9,3,91,40.798975,-73.840924,240
108694,Queens,Private room,14,188,285,40.749565,-74.192195,172
108695,Brooklyn,Shared room,16,41,239,40.566885,-74.203996,136
108696,Manhattan,Private room,9,192,336,40.65504,-74.080133,393
108697,Bronx,Shared room,14,97,126,40.55401,-73.949804,286
108698,Staten Island,Entire home/apt,18,61,29,40.596079,-73.719872,379
108699,Staten Island,Entire home/apt,1,191,36,40.554172,-73.839224,46
108700,Manhattan,Private room,15,191,295,40.763365,-74.193254,321
108701,Staten Island,Private room,3,49,299,40.87526,-74.05416,366
108702,Brooklyn,Shared room,27,136,257,40.885334,-74.006286,173
108703,Brooklyn,Shared room,27,191,319,40.680057,-73.955382,263
108704,Brooklyn,Entire home/apt,18,29,365,40.897741,-73.929768,68
108705,Manhattan,Shared room,1,172,349,40.738316,-74.082563,172
108706,Brooklyn,Private room,5,128,233,40.640213,-73.919789,120
108707,Manhattan,Private room,4,47,62,40.75033,-74.057427,241
108708,Bronx,Entire home/apt,17,156,308,40.892855,-73.728425,372
108709,Manhattan,Shared room,25,79,279,40.897105,-73.956992,72
108710,Staten Island,Private room,21,163,365,40.763649,-73.878649,239
108711,Staten Island,Shared room,10,40,192,40.52066,-74.068295,67
108712,Staten Island,Private room,14,198,360,40.716114,-73.718097,152
108713,Brooklyn,Private room,12,59,83,40.751598,-74.184641,295
108714,Brooklyn,Private room,16,130,124,40.560458,-73.920861,152
108715,Queens,Shared room,9,147,276,40.782984,-74.028027,139
108716,Brooklyn,Entire home/apt,16,98,277,40.710468,-73.748713,309
108717,Queens,Shared room,9,3,249,40.708697,-73.894066,342
108718,Manhattan,Shared room,16,65,71,40.621684,-74.125226,395
108719,Queens,Entire home/apt,28,93,83,40.509053,-74.10979,241
108720,Manhattan,Shared room,14,159,165,40.538923,-74.024476,233
108721,Brooklyn,Shared room,13,80,300,40.594905,-74.067247,243
108722,Manhattan,Entire home/apt,15,130,293,40.664182,-73.79227,395
108723,Queens,Private room,8,175,20,40.658913,-73.916326,271
108724,Manhattan,Entire home/apt,24,155,136,40.663249,-73.95564,303
108725,Manhattan,Entire home/apt,23,152,134,40.555232,-73.815481,322
108726,Staten Island,Shared room,4,74,337,40.640691,-74.092591,103
108727,Queens,Shared room,27,132,134,40.710262,-73.894719,267
108728,Bronx,Private room,16,57,194,40.595869,-74.158312,255
108729,Brooklyn,Entire home/apt,1,146,72,40.8734,-73.971328,126
108730,Staten Island,Shared room,10,73,63,40.527411,-73.848968,335
108731,Staten Island,Private room,4,56,51,40.51989,-74.121551,336
108732,Manhattan,Private room,13,200,303,40.802999,-74.03404,282
108733,Staten Island,Shared room,24,26,56,40.818412,-73.858631,212
108734,Brooklyn,Entire home/apt,8,153,54,40.790885,-73.796079,103
108735,Bronx,Entire home/apt,28,68,172,40.747133,-74.218281,289
108736,Manhattan,Private room,13,0,157,40.500475,-73.970967,44
108737,Staten Island,Private room,8,92,143,40.689116,-74.113598,217
108738,Bronx,Shared room,15,69,98,40.575592,-74.006041,68
108739,Brooklyn,Entire home/apt,16,62,214,40.55713,-73.9866,374
108740,Queens,Entire home/apt,24,30,317,40.741855,-74.150834,217
108741,Manhattan,Private room,21,135,140,40.866653,-73.77414,221
108742,Bronx,Entire home/apt,12,181,47,40.547548,-74.061012,309
108743,Manhattan,Shared room,26,109,116,40.616627,-74.044598,75
108744,Staten Island,Shared room,13,96,232,40.779423,-74.025914,362
108745,Staten Island,Private room,30,176,331,40.504642,-73.987324,71
108746,Manhattan,Shared room,18,39,139,40.747274,-74.091324,377
108747,Brooklyn,Shared room,27,188,213,40.596063,-73.937127,76
108748,Queens,Entire home/apt,2,90,342,40.613683,-73.794734,381
108749,Bronx,Entire home/apt,14,28,157,40.757927,-74.224478,239
108750,Staten Island,Shared room,9,66,210,40.851063,-74.201539,331
108751,Staten Island,Entire home/apt,24,13,183,40.857016,-74.139603,133
108752,Brooklyn,Entire home/apt,28,46,97,40.64462,-73.822946,359
108753,Staten Island,Private room,26,43,162,40.89507,-73.830016,78
108754,Manhattan,Private room,6,149,202,40.663404,-73.884936,167
108755,Brooklyn,Private room,19,76,74,40.769245,-73.836664,244
108756,Queens,Shared room,7,63,331,40.80076,-73.838719,289
108757,Bronx,Shared room,27,113,65,40.823918,-74.211481,285
108758,Queens,Shared room,24,128,83,40.78918,-73.879028,97
108759,Staten Island,Shared room,18,129,119,40.573356,-73.850447,68
108760,Staten Island,Entire home/apt,24,173,91,40.707672,-73.91893,356
108761,Queens,Private room,7,165,32,40.625284,-74.039009,70
108762,Queens,Shared room,4,68,135,40.542495,-73.868858,93
108763,Manhattan,Entire home/apt,21,180,112,40.876617,-74.108165,254
108764,Queens,Private room,7,24,111,40.615265,-73.954604,249
108765,Queens,Shared room,23,125,168,40.631346,-74.142372,226
108766,Bronx,Shared room,4,109,299,40.595615,-73.747133,197
108767,Queens,Shared room,9,76,21,40.546583,-74.187016,204
108768,Manhattan,Entire home/apt,4,168,196,40.829064,-74.196013,307
108769,Staten Island,Private room,17,171,45,40.882614,-73.747777,240
108770,Manhattan,Entire home/apt,5,63,360,40.832922,-73.978033,398
108771,Brooklyn,Private room,12,124,94,40.675225,-73.795617,342
108772,Queens,Entire home/apt,10,27,290,40.853994,-73.740589,370
108773,Brooklyn,Private room,3,179,321,40.868276,-74.111783,362
108774,Queens,Entire home/apt,30,193,173,40.732015,-74.189965,139
108775,Manhattan,Private room,26,195,165,40.682721,-73.80412,208
108776,Staten Island,Shared room,26,106,134,40.778156,-74.197371,343
108777,Bronx,Private room,28,22,254,40.886328,-73.744274,161
108778,Manhattan,Entire home/apt,30,150,335,40.852605,-74.242582,357
108779,Bronx,Private room,28,181,306,40.611372,-74.248203,383
108780,Manhattan,Shared room,23,32,267,40.557804,-74.189945,254
108781,Bronx,Entire home/apt,1,25,124,40.634377,-73.983852,110
108782,Brooklyn,Private room,15,78,352,40.877697,-73.965133,299
108783,Manhattan,Entire home/apt,8,200,239,40.611165,-73.726723,213
108784,Queens,Private room,7,75,122,40.806481,-73.843334,202
108785,Queens,Shared room,30,2,22,40.762809,-74.196872,99
108786,Brooklyn,Private room,5,170,29,40.841482,-73.912589,198
108787,Manhattan,Entire home/apt,6,122,162,40.536682,-73.80804,210
108788,Manhattan,Private room,26,169,46,40.503091,-74.236125,113
108789,Bronx,Entire home/apt,10,51,45,40.823327,-74.176253,393
108790,Bronx,Shared room,5,199,263,40.689136,-73.916738,212
108791,Brooklyn,Entire home/apt,18,58,134,40.735246,-73.958345,85
108792,Queens,Shared room,1,59,45,40.561167,-73.941179,41
108793,Brooklyn,Entire home/apt,20,168,348,40.535108,-74.199376,245
108794,Manhattan,Entire home/apt,28,8,3,40.801733,-74.010319,49
108795,Brooklyn,Private room,28,89,120,40.542786,-73.70817,110
108796,Queens,Private room,7,193,35,40.845706,-73.724982,193
108797,Brooklyn,Private room,1,104,26,40.690909,-74.008249,101
108798,Bronx,Entire home/apt,14,186,1,40.657676,-73.905312,87
108799,Brooklyn,Private room,29,56,267,40.673006,-73.873262,386
108800,Bronx,Shared room,27,21,67,40.655639,-73.865757,163
108801,Manhattan,Entire home/apt,24,125,277,40.685903,-73.817971,241
108802,Manhattan,Entire home/apt,8,78,98,40.816228,-74.040694,127
108803,Bronx,Shared room,2,175,58,40.518584,-74.055726,372
108804,Brooklyn,Entire home/apt,2,158,147,40.840827,-74.171996,87
108805,Manhattan,Entire home/apt,15,63,319,40.54534,-73.989252,91
108806,Brooklyn,Private room,30,180,245,40.739892,-73.736058,382
108807,Manhattan,Shared room,12,78,7,40.835474,-74.103616,237
108808,Queens,Shared room,7,28,198,40.501079,-74.191354,305
108809,Manhattan,Private room,30,47,9,40.865744,-73.803325,68
108810,Brooklyn,Shared room,7,183,20,40.547538,-73.795779,289
108811,Staten Island,Private room,5,80,16,40.747371,-74.068858,274
108812,Bronx,Shared room,2,98,3,40.776771,-73.759903,84
108813,Queens,Entire home/apt,27,80,88,40.758474,-73.954814,331
108814,Manhattan,Private room,5,173,188,40.789137,-73.845507,318
108815,Queens,Shared room,16,62,199,40.524662,-73.802328,386
108816,Brooklyn,Shared room,25,105,136,40.692747,-74.186797,113
108817,Bronx,Private room,27,52,292,40.703197,-73.923994,325
108818,Bronx,Entire home/apt,9,175,179,40.600192,-74.016716,89
108819,Staten Island,Shared room,19,75,144,40.65379,-73.978984,53
108820,Queens,Entire home/apt,3,33,278,40.671406,-74.113356,228
108821,Staten Island,Entire home/apt,19,71,327,40.765544,-74.116781,182
108822,Queens,Entire home/apt,7,45,149,40.827242,-74.14511,290
108823,Brooklyn,Shared room,8,135,250,40.74778,-74.015591,300
108824,Brooklyn,Entire home/apt,17,39,122,40.715002,-74.040251,154
108825,Queens,Entire home/apt,26,58,35,40.737276,-74.08471,273
108826,Brooklyn,Entire home/apt,1,146,18,40.810719,-74.18097,184
108827,Brooklyn,Shared room,22,98,154,40.792155,-74.11347,320
108828,Queens,Shared room,9,1,250,40.664361,-73.941239,124
108829,Brooklyn,Shared room,3,133,346,40.854686,-73.867434,129
108830,Manhattan,Shared room,19,129,239,40.813416,-74.204211,362
108831,Bronx,Shared room,11,198,6,40.581683,-74.00502,379
108832,Bronx,Entire home/apt,27,80,330,40.728021,-74.02645,377
108833,Bronx,Entire home/apt,13,15,293,40.731293,-73.94198,42
108834,Manhattan,Entire home/apt,17,50,178,40.582658,-73.726722,90
108835,Staten Island,Private room,14,61,190,40.501987,-73.722294,183
108836,Manhattan,Private room,20,127,137,40.594703,-73.814313,194
108837,Queens,Shared room,1,161,330,40.532183,-73.791914,292
108838,Queens,Entire home/apt,29,120,8,40.579821,-73.713015,77
108839,Bronx,Private room,27,142,358,40.720923,-73.856738,353
108840,Staten Island,Entire home/apt,2,158,179,40.825593,-74.188238,201
108841,Brooklyn,Entire home/apt,27,135,112,40.896477,-73.904025,328
108842,Staten Island,Entire home/apt,26,88,111,40.786907,-74.092311,339
108843,Manhattan,Entire home/apt,9,137,89,40.668421,-73.955174,315
108844,Brooklyn,Entire home/apt,22,113,199,40.516449,-74.072741,279
108845,Queens,Entire home/apt,26,4,352,40.809245,-74.023701,333
108846,Queens,Entire home/apt,22,27,344,40.502786,-74.022608,212
108847,Brooklyn,Shared room,27,70,154,40.519687,-73.760388,336
108848,Staten Island,Private room,9,184,175,40.848817,-73.732682,183
108849,Bronx,Private room,7,81,114,40.617257,-73.876584,311
108850,Bronx,Entire home/apt,30,160,142,40.59523,-73.904826,213
108851,Brooklyn,Private room,3,45,231,40.515248,-74.011496,90
108852,Bronx,Private room,10,98,270,40.706033,-73.812407,357
108853,Manhattan,Entire home/apt,19,184,291,40.52604,-73.779353,220
108854,Staten Island,Private room,8,109,214,40.656942,-73.703476,67
108855,Queens,Entire home/apt,17,67,135,40.504053,-73.868797,92
108856,Manhattan,Entire home/apt,28,54,140,40.878211,-74.154622,131
108857,Staten Island,Shared room,29,36,251,40.750995,-73.721109,144
108858,Bronx,Shared room,7,93,20,40.718579,-73.861927,73
108859,Queens,Entire home/apt,4,145,253,40.571062,-74.098678,365
108860,Brooklyn,Shared room,16,199,286,40.892868,-73.89267,274
108861,Queens,Private room,9,181,245,40.675596,-73.847926,340
108862,Staten Island,Shared room,5,110,81,40.746303,-73.990113,207
108863,Manhattan,Entire home/apt,20,8,199,40.834879,-74.208692,236
108864,Brooklyn,Entire home/apt,25,151,292,40.80417,-73.844878,360
108865,Queens,Private room,11,13,30,40.58024,-74.241975,311
108866,Queens,Entire home/apt,16,135,163,40.683291,-73.942614,148
108867,Manhattan,Private room,11,94,294,40.612752,-73.849558,120
108868,Staten Island,Shared room,25,157,150,40.853777,-73.733991,395
